match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_id,competition_country_name,competition_name,competition,season_id,season,home_team_id,home_team,home_team_gender,home_team_group,home_team_country_id,home_team_country_name,away_team_id,away_team,away_team_gender,away_team_group,away_team_country_id,away_team_country_name,competition_stage_id,competition_stage,stadium_id,stadium,stadium_country_id,stadium_country_name,referee_id,referee,referee_country_id,referee_country_name,home_managers,away_managers,home_manager_id,home_manager_name,home_manager_nickname,home_manager_dob,home_manager_country_id,home_manager_country_name,away_manager_id,away_manager_name,away_manager_nickname,away_manager_dob,away_manager_country_id,away_manager_country_name,data_version,shot_fidelity_version,xy_fidelity_version
7530,2018-06-16,10:00:00.000,2,1,available,scheduled,2026-05-15T15:33:59.845925,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,771,France,male,,78,France,792,Australia,male,,14,Australia,10,Group Stage,4258,Ak Bars Arena,188,Russia,734,Andrés Cunha,242,Uruguay,Didier Deschamps,Lambertus van Marwijk,545,Didier Deschamps,,1968-10-15,78,France,630,Lambertus van Marwijk,,1952-05-19,160,Netherlands,1.0.2,,
7558,2018-06-25,14:00:00.000,3,0,available,scheduled,2026-05-15T15:44:32.297185,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,783,Uruguay,male,A,242,Uruguay,796,Russia,male,,188,Russia,10,Group Stage,118023,Solidarnost Arena,188,Russia,732,Malang Diedhiou,202,Senegal,Óscar Washington Tabárez Silva,Stanislav Cherchesov,476,Óscar Washington Tabárez Silva,Óscar Tabárez,1947-03-03,242,Uruguay,365,Stanislav Cherchesov,,1963-09-02,188,Russia,1.0.2,,
7583,2018-07-02,14:00:00.000,2,0,available,scheduled,2026-05-15T09:51:51.585703,2021-06-13T16:17:31.694,4,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,781,Brazil,male,,31,Brazil,794,Mexico,male,,147,Mexico,33,Round of 16,118023,Solidarnost Arena,188,Russia,268,Gianluca Rocchi,112,Italy,Adenor Leonardo Bacchi,Juan Carlos Osorio Arbeláez,547,Adenor Leonardo Bacchi,Tite,1961-05-25,31,Brazil,632,Juan Carlos Osorio Arbeláez,Juan Carlos Osorio,1961-06-08,49,Colombia,1.0.2,,
7547,2018-06-21,12:00:00.000,1,1,available,scheduled,2026-05-15T15:35:26.306517,2021-06-13T16:17:31.694,2,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,776,Denmark,male,,61,Denmark,792,Australia,male,,14,Australia,10,Group Stage,118023,Solidarnost Arena,188,Russia,180,Antonio Miguel Mateu Lahoz,214,Spain,Åge Fridtjof Hareide,Lambertus van Marwijk,641,Åge Fridtjof Hareide,Åge Hareide,1953-09-23,171,Norway,630,Lambertus van Marwijk,,1952-05-19,160,Netherlands,1.0.2,,
7535,2018-06-17,12:00:00.000,0,1,available,scheduled,2026-05-15T09:47:17.364975,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,795,Costa Rica,male,,54,Costa Rica,786,Serbia,male,,203,Serbia,10,Group Stage,118023,Solidarnost Arena,188,Russia,732,Malang Diedhiou,202,Senegal,Óscar Antonio Ramírez Hernández,Mladen Krstajić,646,Óscar Antonio Ramírez Hernández,Óscar Ramírez,1964-12-08,54,Costa Rica,640,Mladen Krstajić,,1974-03-04,203,Serbia,1.0.2,,
8649,2018-07-06,14:00:00.000,0,2,available,scheduled,2026-05-15T15:45:29.598530,2021-06-13T16:17:31.694,5,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,783,Uruguay,male,,242,Uruguay,771,France,male,,78,France,11,Quarter-finals,4263,Stadion Nizhny Novgorod (Nizhniy Novgorod),188,Russia,730,Néstor Fabián Pitana,11,Argentina,Óscar Washington Tabárez Silva,Didier Deschamps,476,Óscar Washington Tabárez Silva,Óscar Tabárez,1947-03-03,242,Uruguay,545,Didier Deschamps,,1968-10-15,78,France,1.0.2,,
8658,2018-07-15,17:00:00.000,4,2,available,scheduled,2024-02-12T12:31:56.821876,2021-06-13T16:17:31.694,7,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,771,France,male,,78,France,785,Croatia,male,,56,Croatia,26,Final,255,Stadion Luzhniki,188,Russia,730,Néstor Fabián Pitana,11,Argentina,Didier Deschamps,Zlatko Dalić,545,Didier Deschamps,,1968-10-15,78,France,307,Zlatko Dalić,,1966-10-26,56,Croatia,1.0.2,,
7582,2018-07-01,14:00:00.000,1,1,available,scheduled,2026-05-15T15:41:51.234457,2021-06-13T16:17:31.694,4,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,772,Spain,male,,214,Spain,796,Russia,male,,188,Russia,33,Round of 16,255,Stadion Luzhniki,188,Russia,287,Björn Kuipers,160,Netherlands,Fernando Ruiz Hierro,Stanislav Cherchesov,643,Fernando Ruiz Hierro,Fernando Hierro,1968-03-23,214,Spain,365,Stanislav Cherchesov,,1963-09-02,188,Russia,1.0.2,,
7552,2018-06-23,12:00:00.000,5,2,available,scheduled,2026-05-15T15:39:24.026282,2021-06-13T16:17:31.694,2,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,782,Belgium,male,,22,Belgium,777,Tunisia,male,,232,Tunisia,10,Group Stage,4130,Otkritie Bank Arena,188,Russia,428,Jair Marrufo,241,United States of America,Roberto Martínez Montoliú,Nabil Maâloul,263,Roberto Martínez Montoliú,Roberto Martínez,1973-07-13,214,Spain,557,Nabil Maâloul,,1962-07-25,232,Tunisia,1.0.2,,
7532,2018-06-16,16:00:00.000,0,1,available,scheduled,2024-06-04T10:49:59.264411,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,784,Peru,male,,179,Peru,776,Denmark,male,,61,Denmark,10,Group Stage,4259,Mordovia Arena,188,Russia,736,Bakary Papa Gassama,83,Gambia,Ricardo Alberto Gareca Nardi,Åge Fridtjof Hareide,629,Ricardo Alberto Gareca Nardi,Ricardo Gareca,1958-02-10,11,Argentina,641,Åge Fridtjof Hareide,Åge Hareide,1953-09-23,171,Norway,1.0.2,,
7560,2018-06-25,18:00:00.000,2,2,available,scheduled,2026-05-15T15:41:33.274970,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,772,Spain,male,,214,Spain,788,Morocco,male,,154,Morocco,10,Group Stage,4260,Rostec Arena,188,Russia,735,Ravshan Irmatov,244,Uzbekistan,Fernando Ruiz Hierro,Hervé Renard,643,Fernando Ruiz Hierro,Fernando Hierro,1968-03-23,214,Spain,642,Hervé Renard,,1968-09-30,78,France,1.0.2,,
7533,2018-06-17,18:00:00.000,1,1,available,scheduled,2026-05-15T09:48:30.424202,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,781,Brazil,male,E,31,Brazil,773,Switzerland,male,,221,Switzerland,10,Group Stage,256,Rostov Arena,188,Russia,740,César Arturo Ramos Palazuelos,147,Mexico,Adenor Leonardo Bacchi,Vladimir Petković,547,Adenor Leonardo Bacchi,Tite,1961-05-25,31,Brazil,492,Vladimir Petković,,1963-08-15,28,Bosnia and Herzegovina,1.0.2,,
7564,2018-06-26,18:00:00.000,1,2,available,scheduled,2026-05-15T15:46:26.549220,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,775,Nigeria,male,,166,Nigeria,779,Argentina,male,,11,Argentina,10,Group Stage,4726,Saint-Petersburg Stadium ( Gazprom Arena ),188,Russia,581,Cüneyt Çakιr,233,Turkey,Gernot Rohr,Jorge Luis Sampaoli Moya,636,Gernot Rohr,,1953-06-28,85,Germany,637,Jorge Luis Sampaoli Moya,Jorge Sampaoli,1960-03-13,11,Argentina,1.0.2,,
7579,2018-06-30,18:00:00.000,2,1,available,scheduled,2026-05-15T15:47:14.682551,2021-06-13T16:17:31.694,4,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,783,Uruguay,male,,242,Uruguay,780,Portugal,male,,183,Portugal,33,Round of 16,249,Olimpiyskiy Stadion Fisht,188,Russia,740,César Arturo Ramos Palazuelos,147,Mexico,Óscar Washington Tabárez Silva,Fernando Manuel Fernandes da Costa Santos,476,Óscar Washington Tabárez Silva,Óscar Tabárez,1947-03-03,242,Uruguay,607,Fernando Manuel Fernandes da Costa Santos,Fernando Santos,1954-10-10,183,Portugal,1.0.2,,
